gene,length,count,rate
"NAT1",2280,1,2280
MGAT5B,4560,2,2280
FLG2,9124,4,2281
GRM1,6846,3,2282
MRGPRF,2282,1,2282
CDC6,4564,2,2282
MRPL21,2283,1,2283
EFHC1,6849,3,2283
MALRD1,6850,3,2283.3333333333335
DYNC2H1,13704,6,2284
OR6C75,4569,2,2284.5
USP54,6854,3,2284.6666666666665
TOR1A,2285,1,2285
ALB,2285,1,2285
DNAH9,13711,6,2285.1666666666665
MSRB3,4571,2,2285.5
GATAD1,4571,2,2285.5
ST6GAL2,6857,3,2285.6666666666665
ATG9B,4572,2,2286
DAPK3,2286,1,2286
GPR156,4573,2,2286.5
MYOF,6860,3,2286.6666666666665
ENPEP,6861,3,2287
CARD9,4574,2,2287
ATP6V1A,4575,2,2287.5
ATRIP,4576,2,2288
LIMD1,11442,5,2288.4
NXPE1,2289,1,2289
KCNK13,2289,1,2289
HSF4,2289,1,2289
ZNF768,2289,1,2289
SLC15A3,4579,2,2289.5
MAGI3,6874,3,2291.3333333333335
LGR5,4583,2,2291.5
PSMD6,4583,2,2291.5
MET,6876,3,2292
KCNF1,2292,1,2292
TRMT10B,2293,1,2293
TMED4,2294,1,2294
MEDAG,2294,1,2294
ABCA7,6883,3,2294.3333333333335
SRGAP2,6884,3,2294.6666666666665
STAG2,6885,3,2295
RTKN2,6886,3,2295.3333333333335
RGS3,4591,2,2295.5
TPD52L3,2296,1,2296
F3,2298,1,2298
PTGR1,2298,1,2298
IGHMBP2,4597,2,2298.5
OSBPL11,4598,2,2299
ATL3,6899,3,2299.6666666666665
RANBP6,4600,2,2300
ADARB1,6902,3,2300.6666666666665
CCDC141,9205,4,2301.25
EPSTI1,4603,2,2301.5
PLXNA2,11508,5,2301.6
PPAN,2302,1,2302
DPH7,2302,1,2302
FAM71A,2302,1,2302
SLC23A1,2303,1,2303
HEXA,6909,3,2303
WDFY1,4607,2,2303.5
SBF2,9215,4,2303.75
REXO1,4609,2,2304.5
GABPB1,4609,2,2304.5
PDGFA,2305,1,2305
RFXAP,2306,1,2306
IFIT1,4613,2,2306.5
CEP128,4614,2,2307
ZNF414,2307,1,2307
ADAM11,4614,2,2307
RABEP2,2307,1,2307
HCRTR1,2307,1,2307
OGFOD2,2308,1,2308
MAP4,9232,4,2308
LCMT2,6925,3,2308.3333333333335
TRAP1,2309,1,2309
ZNF205,2309,1,2309
LRRC8A,4619,2,2309.5
LRRK2,9239,4,2309.75
PLSCR3,2310,1,2310
CYP2C18,2310,1,2310
PCED1B,2310,1,2310
WDR35,6931,3,2310.3333333333335
ZNF496,9243,4,2310.75
TMEM217,2311,1,2311
SIAH2,2311,1,2311
ME3,2311,1,2311
HCCS,2312,1,2312
HEATR5B,6937,3,2312.3333333333335
MATN4,2313,1,2313
SOWAHC,4627,2,2313.5
BSG,2314,1,2314
CYP3A7,2314,1,2314
ZNF614,4628,2,2314
ZRANB3,6943,3,2314.3333333333335
MPV17,2315,1,2315
ITIH5,6945,3,2315
SLC7A4,2316,1,2316
PLEKHG4,6949,3,2316.3333333333335
MALL,2317,1,2317
DDX28,2317,1,2317
DYSF,6952,3,2317.3333333333335
TSC22D4,2318,1,2318
QSOX1,9276,4,2319
DNAJA1,2319,1,2319
ZNF280C,4638,2,2319
AKAP9,13915,6,2319.1666666666665
GPRIN2,9279,4,2319.75
PSG6,2321,1,2321
ARSG,4642,2,2321
FGFR2,6964,3,2321.3333333333335
FBN1,11609,5,2321.8
CD19,2322,1,2322
SHISA3,2322,1,2322
TGM7,2322,1,2322
ARHGAP35,9290,4,2322.5
PSAPL1,4646,2,2323
KIAA0753,4647,2,2323.5
CXCL16,2324,1,2324
NDUFAF1,2324,1,2324
ABCA12,9298,4,2324.5
SHH,4650,2,2325
PIK3R1,6975,3,2325
CYP2R1,2325,1,2325
ZNF76,4651,2,2325.5
CAMK2N1,2326,1,2326
ZNF730,2326,1,2326
HPSE,4652,2,2326
PDE11A,9305,4,2326.25
ESPNL,4653,2,2326.5
AP5B1,6980,3,2326.6666666666665
INTS1,6981,3,2327
SLC37A2,4654,2,2327
PXYLP1,4654,2,2327
PDE4C,4655,2,2327.5
SEMA4G,4656,2,2328
BSPRY,2328,1,2328
ABCB8,4656,2,2328
CFH,6985,3,2328.3333333333335
TCHH,6985,3,2328.3333333333335
CCAR1,4658,2,2329
CDH8,9316,4,2329
CMTM3,2330,1,2330
STARD10,2330,1,2330
ISLR,2331,1,2331
TDRD10,2331,1,2331
ZFHX4,13987,6,2331.1666666666665
APC2,11656,5,2331.2
SLC39A14,4663,2,2331.5
DHX29,4664,2,2332
ZFP90,4664,2,2332
DLL3,2332,1,2332
DMD,13992,6,2332
TNFAIP3,4665,2,2332.5
GLI4,2333,1,2333
MORN4,2333,1,2333
PKD2L2,2333,1,2333
ATP6V1E2,2334,1,2334
KRBOX4,2334,1,2334
LDLRAP1,4670,2,2335
OSBPL2,4670,2,2335
ESAM,2336,1,2336
C1orf167,4672,2,2336
B4GALT6,4672,2,2336
GREB1L,9344,4,2336
KCNJ8,2336,1,2336
KIF22,4673,2,2336.5
ATXN2,4674,2,2337
EPHB1,4674,2,2337
PITX1,2337,1,2337
OTOP3,2337,1,2337
AFTPH,4674,2,2337
STX1B,4674,2,2337
CHD2,9350,4,2337.5
S1PR5,2338,1,2338
PER1,4676,2,2338
QRFPR,2339,1,2339
RBM4B,2339,1,2339
PTPRG,9357,4,2339.25
SAMD4B,4680,2,2340
KNDC1,7021,3,2340.3333333333335
NOL4L,7023,3,2341
GPR158,7023,3,2341
FCGBP,16389,7,2341.285714285714
DHH,4683,2,2341.5
C17orf49,2343,1,2343
THSD4,9373,4,2343.25
ZNF160,4688,2,2344
TAPBPL,2344,1,2344
FAM20A,4688,2,2344
MOV10,4689,2,2344.5
SRCAP,11724,5,2344.8
CUL2,4690,2,2345
LRFN3,4690,2,2345
PCSK2,4691,2,2345.5
TRPC6,4691,2,2345.5
OXR1,4691,2,2345.5
FPGT,4692,2,2346
FNIP2,7038,3,2346
UBA5,4692,2,2346
CLPX,4695,2,2347.5
LMLN,7043,3,2347.6666666666665
RTN4,4697,2,2348.5
MED15,4701,2,2350.5
TTC14,7052,3,2350.6666666666665
FBXO10,4702,2,2351
STMN3,2351,1,2351
MVD,2352,1,2352
ASXL3,11760,5,2352
FIGNL2,4705,2,2352.5
PIK3CG,7059,3,2353
SMARCA2,7061,3,2353.6666666666665
NCF1,2354,1,2354
SLC12A4,4708,2,2354
EME1,2354,1,2354
ZNF350,2355,1,2355
RPP25,2355,1,2355
MICALL1,4710,2,2355
HSPA6,2355,1,2355
CCSER1,9420,4,2355
TRANK1,11776,5,2355.2
SZT2,14136,6,2356
TRIB3,2356,1,2356
GOLGA3,9426,4,2356.5
N4BP2L2,9427,4,2356.75
HRC,2357,1,2357
MICU1,2357,1,2357
TCEA2,2357,1,2357
CACNA1D,9429,4,2357.25
PRDM15,7072,3,2357.3333333333335
ZNF333,4716,2,2358
CAPZA1,2358,1,2358
CCDC83,2358,1,2358
SLC29A1,2358,1,2358
SOX5,7076,3,2358.6666666666665
AGTR1,2359,1,2359
PTK2B,4719,2,2359.5
LCA5,4719,2,2359.5
TSHZ1,7080,3,2360
WNK1,11804,5,2360.8
UFSP2,2361,1,2361
SLC2A4RG,2361,1,2361
MFSD1,2361,1,2361
ROCK1,9446,4,2361.5
USP35,4725,2,2362.5
NFYC,2363,1,2363
SCUBE2,4727,2,2363.5
THOC5,4728,2,2364
ATP13A1,4729,2,2364.5
RPUSD2,2365,1,2365
ATP6V1H,2365,1,2365
REV1,4731,2,2365.5
ANLN,4731,2,2365.5
ESPN,4731,2,2365.5
PROM2,4731,2,2365.5
INSR,9463,4,2365.75
TRPV1,4732,2,2366
FBXO17,2366,1,2366
ZDHHC17,4732,2,2366
RPGR,4733,2,2366.5
CRYGN,2367,1,2367
MRPL13,2367,1,2367
SIRT2,4734,2,2367
ANGPTL5,2368,1,2368
KBTBD7,4736,2,2368
SIPA1L2,7105,3,2368.3333333333335
TMX3,4737,2,2368.5
APLP1,2370,1,2370
PCDHGB2,4740,2,2370
ATP6V0D2,2370,1,2370
TP53BP2,4741,2,2370.5
GLCCI1,4741,2,2370.5
UGT1A7,2371,1,2371
GPRC5C,2371,1,2371
PPP3CA,4743,2,2371.5
PCDHGB3,4745,2,2372.5
DIAPH3,4745,2,2372.5
GRIK3,9491,4,2372.75
ZC3H10,7121,3,2373.6666666666665
PRSS55,2374,1,2374
PCDHGB1,4748,2,2374
TMEM139,2375,1,2375
JPH2,9502,4,2375.5
TAF4B,4751,2,2375.5
C1QL3,2376,1,2376
CTDSPL,4753,2,2376.5
LRCH4,4754,2,2377
PITPNM2,7134,3,2378
MPP1,2378,1,2378
ENDOU,2378,1,2378
ZNF148,9514,4,2378.5
WWC1,7136,3,2378.6666666666665
ASTN1,7138,3,2379.3333333333335
PCDHGA7,4759,2,2379.5
DEAF1,2380,1,2380
PCDHGB4,4761,2,2380.5
SLC44A3,2381,1,2381
SRPK1,4762,2,2381
MIPEP,2381,1,2381
MAPK4,4763,2,2381.5
ZFP69B,2382,1,2382
CATIP,2383,1,2383
NR2F6,2383,1,2383
ZNF454,2383,1,2383
SAMD9L,7150,3,2383.3333333333335
PCDHGA5,4767,2,2383.5
ACSS1,4767,2,2383.5
SLC27A2,2384,1,2384
RAF1,7152,3,2384
ZNF232,2384,1,2384
PCDHGA1,4769,2,2384.5
UTS2B,2385,1,2385
SHISA5,2385,1,2385
UBA6,9540,4,2385
ASNS,2385,1,2385
F11R,4770,2,2385
DNMT1,7157,3,2385.6666666666665
CCDC112,2387,1,2387
RRM2B,4774,2,2387
FAHD2A,4775,2,2387.5
DDX21,4776,2,2388
CAMTA2,4777,2,2388.5
PCDHGA4,4778,2,2389
BAHD1,4779,2,2389.5
SLFN14,7169,3,2389.6666666666665
LRRC8C,7170,3,2390
CKAP5,7172,3,2390.6666666666665
OSGIN1,2391,1,2391
NDUFS2,4782,2,2391
EXOC7,4782,2,2391
CCNH,2391,1,2391
ALOX12,2392,1,2392
ZNF429,4785,2,2392.5
RBM38,2393,1,2393
GPR173,4787,2,2393.5
PLBD2,4787,2,2393.5
CCND3,2394,1,2394
SKIL,7182,3,2394
INPPL1,4789,2,2394.5
RASGEF1C,2395,1,2395
WDR93,2395,1,2395
SLC26A9,4791,2,2395.5
DYNC1LI1,4791,2,2395.5
LHX2,2396,1,2396
TBL1Y,2396,1,2396
SRC,4794,2,2397
DSG1,7191,3,2397
ICMT,4795,2,2397.5
KIF15,4795,2,2397.5
SNRNP200,7194,3,2398
ZNF395,4797,2,2398.5
ZNF223,2399,1,2399
SAMD7,2399,1,2399
RNPEP,2399,1,2399
POLR3E,4800,2,2400
LRRC74B,4803,2,2401.5
IQGAP1,7205,3,2401.6666666666665
EGFL6,2403,1,2403
TRABD,2404,1,2404
CGNL1,7214,3,2404.6666666666665
ADAMTS5,9621,4,2405.25
CSNK1A1L,2406,1,2406
PCDH1,4814,2,2407
TPT1,4814,2,2407
GLTP,2407,1,2407
EDIL3,4814,2,2407
RGS16,2408,1,2408
GARNL3,4816,2,2408
ATXN7,7224,3,2408
UMOD,2408,1,2408
ISLR2,4817,2,2408.5
BCL7C,2409,1,2409
SHANK1,9636,4,2409
UGT1A10,2409,1,2409
JMJD7-PLA2G4B,7227,3,2409
HDAC1,2409,1,2409
CIDEB,2409,1,2409
FRMPD2,4819,2,2409.5
AGFG2,4819,2,2409.5
ZFP2,2410,1,2410
LIME1,2410,1,2410
LMAN2L,2410,1,2410
FMO5,2410,1,2410
HYAL4,2410,1,2410
BRD4,7231,3,2410.3333333333335
ASNSD1,2411,1,2411
IMP4,2411,1,2411
EPOR,2411,1,2411
NEDD4,7235,3,2411.6666666666665
CCDC12,2412,1,2412
ATF1,2412,1,2412
EHD3,4825,2,2412.5
GABRR3,4826,2,2413
ATP2A3,4826,2,2413
TMC4,2413,1,2413
OSBPL8,7239,3,2413
C3orf38,2414,1,2414
ZNF883,2414,1,2414
SLC16A3,4830,2,2415
SLC5A1,4832,2,2416
TMEM108,4833,2,2416.5
PSME4,7250,3,2416.6666666666665
MAPK11,2418,1,2418
TMUB2,2418,1,2418
STK40,4837,2,2418.5
MVB12B,4838,2,2419
GLS,4840,2,2420
HPS5,4840,2,2420
ALDOB,2420,1,2420
ZNF619,4841,2,2420.5
CBX1,2422,1,2422
EFHD2,2422,1,2422
ABCG2,4844,2,2422
MAU2,4845,2,2422.5
MSS51,2423,1,2423
UPF3A,2423,1,2423
AGO4,7272,3,2424
CAMK2A,4848,2,2424
SCIMP,2424,1,2424
DSP,9697,4,2424.25
GPR12,4851,2,2425.5
CFAP97,4851,2,2425.5
ARSB,4852,2,2426
PCSK6,4852,2,2426
AFP,2426,1,2426
CSF2RB,4853,2,2426.5
RSAD2,4853,2,2426.5
SYNE2,21842,9,2426.8888888888887
EN1,2427,1,2427
DNAH2,14563,6,2427.1666666666665
PNRC2,2428,1,2428
EWSR1,7285,3,2428.3333333333335
BCO1,2429,1,2429
VPS13C,14578,6,2429.6666666666665
PTPRN2,4860,2,2430
KIF14,7291,3,2430.3333333333335
TLL1,7291,3,2430.3333333333335
UGT1A5,2431,1,2431
UGT1A4,2431,1,2431
ANK3,17019,7,2431.285714285714
ZNF594,4863,2,2431.5
CYP39A1,2432,1,2432
ATP6V0B,2432,1,2432
MFSD2A,2432,1,2432
AMOTL2,4868,2,2434
HMG20B,2434,1,2434
DUSP9,2434,1,2434
KCTD5,2434,1,2434
UPP2,2435,1,2435
XPO7,4870,2,2435
RHOF,2435,1,2435
LEMD2,4870,2,2435
TNRC6C,9740,4,2435
STRIP1,4870,2,2435
PLXNB1,7308,3,2436
MPP4,2436,1,2436
SYNPO2L,4873,2,2436.5
BANP,2438,1,2438
GDPD2,2438,1,2438
ATP11B,7315,3,2438.3333333333335
UBE2N,4877,2,2438.5
RAD51,2439,1,2439
TEAD2,2440,1,2440
CRACR2B,2440,1,2440
BSND,9761,4,2440.25
SVEP1,12205,5,2441
IDH1,2441,1,2441
TMEM79,2442,1,2442
SPRED3,4885,2,2442.5
ABCA4,7328,3,2442.6666666666665
BPIFA3,2443,1,2443
FBXL22,2443,1,2443
OR1D2,4887,2,2443.5
DNAH8,14663,6,2443.8333333333335
POLR1C,2444,1,2444
PRSS35,2444,1,2444
CTNNB1,4888,2,2444
LFNG,2445,1,2445
PABPC4,7336,3,2445.3333333333335
MYO5A,12227,5,2445.4
ZNF214,4892,2,2446
KRT85,2447,1,2447
DSN1,2447,1,2447
NEO1,7342,3,2447.3333333333335
TTC39C,4896,2,2448
FAM43B,2448,1,2448
GPR155,7346,3,2448.6666666666665
KIAA1109,19591,8,2448.875
CLUL1,2449,1,2449
HFM1,4899,2,2449.5
ELF5,2450,1,2450
SPEF2,7350,3,2450
GABRA6,2450,1,2450
SREBF1,4901,2,2450.5
VPS13B,14705,6,2450.8333333333335
TCF24,2451,1,2451
CEMIP,7353,3,2451
TECTA,7353,3,2451
"NAALADL2",9807,4,2451.75
DCAKD,2452,1,2452
ABTB2,4905,2,2452.5
RGS9BP,2453,1,2453
LAT2,2453,1,2453
RBM8A,4909,2,2454.5
C8orf82,2455,1,2455
MASP2,2455,1,2455
NKPD1,4910,2,2455
ATP13A4,7372,3,2457.3333333333335
CEP85L,7373,3,2457.6666666666665
PTGER2,2458,1,2458
DMRT2,2459,1,2459
KLHL24,7380,3,2460
FUS,4920,2,2460
INHBE,2460,1,2460
ARHGAP21,7381,3,2460.3333333333335
GPR61,4921,2,2460.5
LMOD3,4922,2,2461
PRKG2,4922,2,2461
GSE1,7385,3,2461.6666666666665
TAF11,4924,2,2462
EPC1,7386,3,2462
SLC4A2,4925,2,2462.5
WDR48,4925,2,2462.5
SSB,2463,1,2463
DLAT,4927,2,2463.5
NOTCH1,9855,4,2463.75
GPATCH4,2464,1,2464
AOX1,4928,2,2464
SMARCD2,2464,1,2464
DDX27,4929,2,2464.5
PLCG1,7395,3,2465
SLC46A2,2465,1,2465
RPUSD4,2468,1,2468
C9orf64,2468,1,2468
FAM200A,2468,1,2468
NCOA1,7405,3,2468.3333333333335
SLITRK3,4937,2,2468.5
VCAN,12345,5,2469
MPP2,4938,2,2469
C15orf62,2470,1,2470
ANKRD55,2471,1,2471
GMPPA,4942,2,2471
ARHGEF37,4943,2,2471.5
DDX20,7416,3,2472
TP63,4944,2,2472
PARP3,2472,1,2472
IHH,2473,1,2473
CRTAM,2473,1,2473
KIF21B,9897,4,2474.25
PPIL4,2475,1,2475
DAW1,2476,1,2476
OPRK1,4954,2,2477
ZNF726,2477,1,2477
WDR11,4954,2,2477
DUSP5,2477,1,2477
CHST8,2479,1,2479
ALPK2,7437,3,2479
COASY,2479,1,2479
EIF3J,2479,1,2479
TOX3,4959,2,2479.5
GPC4,4959,2,2479.5
LSR,2480,1,2480
DDX58,4961,2,2480.5
ZFPM2,4961,2,2480.5
UGT2B17,2481,1,2481
SLC28A3,4962,2,2481
FDXR,2482,1,2482
OR4D10,2482,1,2482
DNAH7,12419,5,2483.8
ZBTB21,7452,3,2484
NR5A2,4969,2,2484.5
MYNN,4969,2,2484.5
TPCN2,4969,2,2484.5
DYTN,2485,1,2485
HARS2,2485,1,2485
GLUD2,2485,1,2485
RAB3IL1,2486,1,2486
USP14,4972,2,2486
KIAA1614,9946,4,2486.5
ZNF536,4973,2,2486.5
FLRT3,4977,2,2488.5
RBM18,4977,2,2488.5
CDK5R2,2490,1,2490
LAMA2,9960,4,2490
NLGN2,4980,2,2490
PKDCC,2490,1,2490
"NAB2",2491,1,2491
PPP1R1A,2491,1,2491
TUBD1,2491,1,2491
ICAM3,2491,1,2491
SGPP2,4983,2,2491.5
STAT2,4985,2,2492.5
DMRT3,2493,1,2493
SNCAIP,4986,2,2493
TRIM34,2493,1,2493
HELLS,4987,2,2493.5
ANKRD10,2495,1,2495
PTDSS1,4990,2,2495
EEF1G,2496,1,2496
POLR1A,12480,5,2496
PLCE1,12481,5,2496.2
UNC13A,9985,4,2496.25
KLHL35,2497,1,2497
MTSS1,4994,2,2497
WIPF2,7492,3,2497.3333333333335
PLXNC1,7492,3,2497.3333333333335
UBTF,4997,2,2498.5
KLHL40,2499,1,2499
ZNF41,4999,2,2499.5
SHF,2500,1,2500
CACNA1I,10002,4,2500.5
VPS33B,2501,1,2501
CACNG6,2501,1,2501
NMT2,5003,2,2501.5
STIM2,5004,2,2502
RBPJL,2502,1,2502
CCNB2,2503,1,2503
GALNT18,2503,1,2503
DEPDC1B,2504,1,2504
OPN4,2505,1,2505
CALD1,5011,2,2505.5
PRPF4B,7517,3,2505.6666666666665
PBOV1,2506,1,2506
UTP14A,2507,1,2507
PBRM1,7523,3,2507.6666666666665
SLC41A1,5017,2,2508.5
TREX2,2509,1,2509
ANKRD30A,5021,2,2510.5
C5orf47,2511,1,2511
RGL3,2511,1,2511
CPLX2,5023,2,2511.5
SMLR1,2512,1,2512
"NARS2",2512,1,2512
SOX2,2512,1,2512
PAPSS1,2513,1,2513
CTNND1,7540,3,2513.3333333333335
ZNF319,5027,2,2513.5
ZNF165,2514,1,2514
SLC43A1,2514,1,2514
USP21,2514,1,2514
CACNA2D1,7542,3,2514
EPDR1,2515,1,2515
TTI2,2516,1,2516
TFRC,5032,2,2516
LTBP4,5032,2,2516
PMEL,2516,1,2516
HYAL1,2517,1,2517
AFF3,10070,4,2517.5
MSL1,5035,2,2517.5
GLUL,7554,3,2518
ZHX3,10074,4,2518.5
ZNF354A,2521,1,2521
ATP10B,7565,3,2521.6666666666665
MTCH2,2522,1,2522
OPHN1,7569,3,2523
GLB1,2523,1,2523
BLZF1,2524,1,2524
C2orf42,2524,1,2524
JKAMP,2524,1,2524
NECAB1,5049,2,2524.5
PRG4,5049,2,2524.5
AHCYL2,5049,2,2524.5
ZDHHC8,5049,2,2524.5
BPIFB4,2525,1,2525
ADCY3,5050,2,2525
CTDSP1,2525,1,2525
ZNF746,5051,2,2525.5
SPON1,5052,2,2526
RTCA,2526,1,2526
LIPA,2527,1,2527
NQO1,2527,1,2527
STAT3,5054,2,2527
CLCN5,10108,4,2527
CCR9,2527,1,2527
BCHE,2527,1,2527
DSC3,7583,3,2527.6666666666665
TANC1,7586,3,2528.6666666666665
TBC1D4,7588,3,2529.3333333333335
FRMD5,5059,2,2529.5
SLC25A17,2530,1,2530
CSDC2,2530,1,2530
CHADL,2530,1,2530
UBE2D2,2530,1,2530
RHBDD1,5061,2,2530.5
MCM9,7592,3,2530.6666666666665
PICK1,2531,1,2531
HMGCLL1,2532,1,2532
CCNY,5068,2,2534
ALDOA,2534,1,2534
IRF2BP1,2534,1,2534
MEGF10,7606,3,2535.3333333333335
PPP6R3,5072,2,2536
STXBP3,2536,1,2536
NCKAP5,7608,3,2536
DCT,5074,2,2537
PCK1,5074,2,2537
MCMDC2,5074,2,2537
LOX,5076,2,2538
FOXA2,2538,1,2538
IRX4,2538,1,2538
FST,2538,1,2538
SLFN12,2539,1,2539
HTRA3,2539,1,2539
CSRP2,5078,2,2539
RRP1B,5078,2,2539
CNIH3,2539,1,2539
KCND3,7619,3,2539.6666666666665
MUC7,2540,1,2540
GNS,5081,2,2540.5
RFT1,5081,2,2540.5
PPP1R3C,2541,1,2541
ADAMTS9,7624,3,2541.3333333333335
TET2,10166,4,2541.5
ARHGAP12,5084,2,2542
SMIM17,2543,1,2543
HOXA1,2543,1,2543
MKI67,12716,5,2543.2
SEC31B,5087,2,2543.5
MED17,5087,2,2543.5
M1AP,2544,1,2544
CERS2,2544,1,2544
PCYT2,5089,2,2544.5
PKD2,5089,2,2544.5
NYNRIN,7635,3,2545
OR52N1,2545,1,2545
CHODL,2545,1,2545
SF3A1,5090,2,2545
DCC,10181,4,2545.25
ELMO1,5092,2,2546
TMED9,2546,1,2546
SMARCAD1,5094,2,2547
ZNF559,5095,2,2547.5
CLDN5,2548,1,2548
GUK1,2548,1,2548
UTP15,5096,2,2548
MYOZ2,2549,1,2549
KCTD7,5098,2,2549
PTPRT,12746,5,2549.2
PTPRN,5099,2,2549.5
ZFPL1,2551,1,2551
CD248,2551,1,2551
DNAJC18,5102,2,2551
WSB1,5105,2,2552.5
ANKK1,2553,1,2553
CHTOP,2553,1,2553
"NAP1L2",2553,1,2553
EXD2,5107,2,2553.5
SMYD5,2554,1,2554
ARHGEF25,2554,1,2554
ZNF664,5108,2,2554
MTMR7,5110,2,2555
LDHAL6A,2555,1,2555
CATSPERD,2556,1,2556
POP4,2556,1,2556
PCSK5,10226,4,2556.5
RBM47,5114,2,2557
BCKDK,2558,1,2558
MTMR6,5117,2,2558.5
MUC5B,17911,7,2558.714285714286
CHEK2,2560,1,2560
HUNK,7680,3,2560
PKDREJ,7681,3,2560.3333333333335
SPATA5L1,2561,1,2561
CYP2C9,2561,1,2561
BAG3,2561,1,2561
FRMD6,5123,2,2561.5
MAPRE1,2562,1,2562
RAD51C,2562,1,2562
RUNX1T1,7687,3,2562.3333333333335
SCAF8,5127,2,2563.5
LCA5L,2564,1,2564
GJC1,7692,3,2564
IL1RL2,2565,1,2565
COBL,7697,3,2565.6666666666665
TAF1,7697,3,2565.6666666666665
SLC16A4,2567,1,2567
RAB8A,2567,1,2567
KIF11,5134,2,2567
MAPK3,2567,1,2567
EXO5,2567,1,2567
PCSK1,5136,2,2568
AIFM1,5137,2,2568.5
PDLIM3,5137,2,2568.5
ALMS1,12844,5,2568.8
CSTF2,2570,1,2570
LRRC14B,2570,1,2570
ARHGAP32,10280,4,2570
ZSCAN12,7711,3,2570.3333333333335
ZNF248,5143,2,2571.5
ELK4,10288,4,2572
ZNF507,7716,3,2572
ARSD,5145,2,2572.5
CENPF,10290,4,2572.5
KLHL5,7718,3,2572.6666666666665
PNP,2573,1,2573
ZNF443,2573,1,2573
SELPLG,2573,1,2573
GRIA3,5148,2,2574
OSBPL10,7723,3,2574.3333333333335
CNPY1,2575,1,2575
ZNF576,2576,1,2576
ARMCX4,7729,3,2576.3333333333335
IQCB1,2577,1,2577
BHLHB9,5155,2,2577.5
PLD6,2578,1,2578
GGA3,5156,2,2578
MAP3K5,5157,2,2578.5
DHRSX,2579,1,2579
CERS1,2579,1,2579
TIMELESS,5158,2,2579
MRPS16,2580,1,2580
ART4,5160,2,2580
OTUD4,7741,3,2580.3333333333335
NFKBIE,2581,1,2581
HOGA1,2581,1,2581
PPM1D,5163,2,2581.5
SNTB1,5164,2,2582
CPE,2582,1,2582
FUT8,5166,2,2583
NIN,10334,4,2583.5
SLC5A7,5167,2,2583.5
HNRNPR,7751,3,2583.6666666666665
SLC25A29,5169,2,2584.5
ECHDC1,2585,1,2585
CDK14,5171,2,2585.5
PSMC5,2586,1,2586
MLX,2586,1,2586
SERPINB5,2586,1,2586
TBC1D9B,5173,2,2586.5
DHTKD1,5173,2,2586.5
LAG3,2587,1,2587
FUT3,2587,1,2587
FOXJ1,2587,1,2587
PBLD,2588,1,2588
P2RY14,2588,1,2588
LRBA,10353,4,2588.25
LAYN,2590,1,2590
ADAMTSL1,7771,3,2590.3333333333335
DHX58,2591,1,2591
PLEKHA8,7774,3,2591.3333333333335
IL1R1,5183,2,2591.5
KANK2,5183,2,2591.5
LAMA1,10374,4,2593.5
RPH3A,5188,2,2594
FAM124B,2594,1,2594
MRC1,5188,2,2594
ZFAND6,2594,1,2594
PRPF3,2595,1,2595
KCTD8,2595,1,2595
THBS1,7789,3,2596.3333333333335
YTHDF3,5193,2,2596.5
LRRC31,2597,1,2597
ALKBH1,2597,1,2597
PTPRD,10389,4,2597.25
BAGE2,2598,1,2598
EARS2,5196,2,2598
TBC1D7,2598,1,2598
FBRS,5196,2,2598
GPR157,5197,2,2598.5
ANKMY2,2599,1,2599
PCBP4,2599,1,2599
ZNF728,2600,1,2600
ZNF534,5203,2,2601.5
THRA,5204,2,2602
SEH1L,5206,2,2603
FRY,13017,5,2603.4
NUP133,5208,2,2604
ABHD10,2604,1,2604
LIPG,10418,4,2604.5
LRG1,2605,1,2605
ZNF559-ZNF177,2606,1,2606
ZNF641,7819,3,2606.3333333333335
CRTC3,5214,2,2607
SYNPR,2607,1,2607
ACVR2A,5214,2,2607
SPRY1,2608,1,2608
NSD1,13042,5,2608.4
ARHGEF35,2609,1,2609
TBX2,5218,2,2609
FBXO5,2610,1,2610
SNX18,5223,2,2611.5
CYP2S1,2612,1,2612
EYA2,2612,1,2612
ATAD3A,2612,1,2612
FAM83G,5226,2,2613
GSG1,2613,1,2613
PTPN9,7839,3,2613
HGSNAT,5227,2,2613.5
EHMT1,7842,3,2614
MIP,2614,1,2614
PTPRJ,7845,3,2615
E2F4,2615,1,2615
FAM228B,2616,1,2616
SH3GL2,2617,1,2617
KCNIP2,2617,1,2617
MAGI1,7851,3,2617
GDPD4,2617,1,2617
HOXD8,2618,1,2618
IP6K3,2618,1,2618
OR4F5,2618,1,2618
NCAPD3,10474,4,2618.5
ATP8B3,5237,2,2618.5
AGPAT5,5237,2,2618.5
ZNF529,5238,2,2619
AHNAK2,18335,7,2619.285714285714
BLM,5240,2,2620
TSLP,2621,1,2621
HSPH1,5244,2,2622
TEX2,5244,2,2622
SYN3,7867,3,2622.3333333333335
MED23,5247,2,2623.5
MICALL2,5248,2,2624
HMCN1,18368,7,2624
LCN8,2625,1,2625
LGR4,5250,2,2625
FBLN5,2625,1,2625
HEY2,2626,1,2626
HECTD4,15759,6,2626.5
CCDC81,2627,1,2627
TUBA1A,2628,1,2628
GINS2,2628,1,2628
C1orf216,2628,1,2628
COG6,5257,2,2628.5
LZTS3,5257,2,2628.5
SLC26A7,5257,2,2628.5
ARAP3,5258,2,2629
RBM26,5258,2,2629
NR1D1,2630,1,2630
PIGC,2630,1,2630
ICOS,2630,1,2630
FRMD3,5260,2,2630
